Booking_ID,Pickup_Location,Vehicle_Type,Booking_Status,Booking_Value,Driver_Rating
CNR9500886521,Jayanagar,Prime SUV,Canceled by Driver,493,
CNR1080382004,JP Nagar,Prime SUV,Driver Not Found,162,
CNR1429677935,Bannerghatta Road,Auto,Driver Not Found,427,
CNR8216175414,Kadugodi,Auto,Driver Not Found,419,
CNR7643661888,BTM Layout,Prime Sedan,Canceled by Driver,113,
CNR3959476318,Tumkur Road,Prime SUV,Canceled by Driver,359,
CNR6157530942,Yelahanka,Prime Sedan,Success,298,3.6
CNR9867336938,Hulimavu,Bike,Canceled by Driver,185,
CNR9294248478,Varthur,Prime Plus,Canceled by Driver,1129,
CNR8441594491,Yeshwanthpur,Prime Sedan,Success,529,3.5
CNR4302047058,Whitefield,Bike,Success,114,3.4
CNR8354948772,Tumkur Road,Mini,Canceled by Driver,2018,
CNR4310398464,HSR Layout,Mini,Driver Not Found,609,
CNR3946471423,Majestic,Prime Plus,Success,158,4.4
CNR5451781799,Langford Town,Prime Plus,Success,380,4.2
CNR3943354208,Electronic City,Prime SUV,Success,555,4.1
CNR2042209428,Whitefield,Prime Sedan,Success,210,3.7
CNR6134915885,JP Nagar,Prime Sedan,Driver Not Found,2060,
CNR4480758720,Cox Town,Prime Sedan,Success,178,4.2
CNR1940534207,Ramamurthy Nagar,eBike,Success,2227,4.3
CNR1506264523,Nagarbhavi,Mini,Success,244,4.6
CNR5543490710,MG Road,Auto,Driver Not Found,497,
CNR8444108641,Sarjapur Road,Mini,Success,800,3.5
CNR3927730693,Kammanahalli,Mini,Canceled by Driver,493,
CNR5095453682,Padmanabhanagar,Auto,Success,846,3.3
CNR8750823940,KR Puram,eBike,Success,391,4.0
CNR3082766078,Varthur,Bike,Canceled by Driver,2976,
CNR7307143437,Whitefield,Bike,Canceled by Customer,173,
CNR9111408050,Yeshwanthpur,Prime SUV,Success,763,3.3
CNR5907562549,Basavanagudi,Mini,Success,215,4.1
CNR2238424072,Shivajinagar,Mini,Success,661,4.0
CNR5534845403,Hennur,eBike,Success,447,4.2
CNR8811285950,Whitefield,Prime Plus,Success,395,4.0
CNR3921913432,Rajajinagar,Prime SUV,Driver Not Found,245,
CNR3374608976,Yeshwanthpur,Prime SUV,Canceled by Customer,102,
CNR1481406980,Padmanabhanagar,eBike,Success,519,4.6
CNR7289116689,Bannerghatta Road,eBike,Canceled by Driver,551,
CNR1747231505,Richmond Town,Auto,Success,318,3.1
CNR2977335463,Jayanagar,eBike,Success,312,3.1
CNR7763448343,Ramamurthy Nagar,Prime Plus,Canceled by Driver,304,
CNR9234813844,JP Nagar,eBike,Canceled by Driver,767,
CNR2190971680,Malleshwaram,Mini,Success,254,4.1
CNR6328313235,Vijayanagar,Prime SUV,Canceled by Driver,555,
CNR5706206660,KR Puram,Prime SUV,Canceled by Driver,371,
CNR8319945375,Richmond Town,Bike,Success,113,4.9
CNR8252773001,Richmond Town,Auto,Success,432,4.9
CNR9132191562,Hennur,Mini,Success,966,3.2
CNR9453961156,Vijayanagar,Prime Plus,Canceled by Driver,691,
CNR1134649645,Electronic City,Auto,Success,259,4.8
CNR7867946123,Yelahanka,Auto,Success,1068,4.0
CNR7557520543,Kadugodi,Prime Sedan,Success,790,4.0
CNR6564903386,HSR Layout,Mini,Success,466,3.9
CNR7014014807,Tumkur Road,eBike,Driver Not Found,1392,
CNR2718744503,Bellandur,Bike,Success,892,4.5
CNR5350054619,Chamarajpet,Auto,Success,199,4.9
CNR2582518985,Electronic City,Prime Sedan,Success,660,4.5
CNR8029841324,Tumkur Road,eBike,Success,608,4.3
CNR2224773522,Hennur,Mini,Success,989,3.8
CNR2662685096,Rajarajeshwari Nagar,eBike,Success,599,3.6
CNR9393075056,Basavanagudi,Prime SUV,Success,181,4.9
CNR4753888258,Mysore Road,Prime Plus,Success,395,3.2
CNR5550590574,Ramamurthy Nagar,Prime Sedan,Canceled by Customer,985,
CNR2068227768,KR Puram,Prime SUV,Success,697,3.3
CNR3622897620,Chamarajpet,Auto,Canceled by Customer,203,
CNR3357132839,Magadi Road,Auto,Canceled by Driver,2566,
CNR2690140379,Kadugodi,Prime Plus,Success,376,3.6
CNR2273186537,Whitefield,Bike,Success,109,4.0
CNR6790505016,Shivajinagar,eBike,Driver Not Found,359,
CNR7339769785,Sahakar Nagar,eBike,Canceled by Customer,256,
CNR5837366595,Peenya,Prime Sedan,Driver Not Found,231,
CNR8956465353,Indiranagar,Prime Sedan,Success,430,4.2
CNR2245135060,Marathahalli,Auto,Success,278,3.9
CNR9643948195,Magadi Road,Mini,Canceled by Driver,351,
CNR3475246266,Koramangala,Prime SUV,Success,303,3.1
CNR7259212960,Shantinagar,Mini,Success,287,3.7
CNR5929975775,Kengeri,Mini,Canceled by Customer,190,
CNR5803307373,Kammanahalli,Bike,Canceled by Driver,459,
CNR2495713966,Kadugodi,Bike,Success,424,4.4
CNR8248410576,RT Nagar,Prime Plus,Success,278,3.4
CNR2944095839,Padmanabhanagar,Prime SUV,Success,1476,5.0
CNR7363886410,Ramamurthy Nagar,Mini,Canceled by Customer,380,
CNR9161558952,Majestic,Auto,Driver Not Found,291,
CNR3146863644,Vijayanagar,Prime Sedan,Canceled by Customer,830,
CNR8481872481,Frazer Town,Auto,Success,350,4.6
CNR7471227408,Richmond Town,Prime Plus,Canceled by Driver,740,
CNR2299166633,Yelahanka,Prime Sedan,Success,555,4.7
CNR1354460282,Indiranagar,Prime SUV,Driver Not Found,294,
CNR2177969156,Majestic,Auto,Canceled by Customer,626,
CNR7462015027,Richmond Town,Mini,Driver Not Found,468,
CNR1663318404,RT Nagar,eBike,Success,591,3.4
CNR2502459946,Vijayanagar,Auto,Success,784,4.3
CNR1775965664,Jayanagar,Mini,Success,361,3.0
CNR6201063527,Koramangala,Prime Plus,Success,358,4.3
CNR3722761055,MG Road,Mini,Success,434,3.0
CNR9791024864,RT Nagar,Auto,Canceled by Customer,1109,
CNR7414760658,Basavanagudi,Prime Plus,Success,416,4.3
CNR8538889247,Hennur,Prime Plus,Success,452,4.0
CNR3363667840,Sarjapur Road,Prime SUV,Success,2012,4.4
CNR7236009214,Tumkur Road,Prime SUV,Canceled by Customer,1690,
CNR1482645337,Indiranagar,Prime Sedan,Success,1558,4.2
CNR4779016546,Yelahanka,eBike,Success,642,4.7
CNR1301016786,Indiranagar,Auto,Driver Not Found,332,
CNR9079994865,Shantinagar,Prime Sedan,Driver Not Found,320,
CNR8735791468,Cox Town,Auto,Driver Not Found,324,
CNR9684765536,Ramamurthy Nagar,Auto,Success,378,4.9
CNR1436357788,Langford Town,Bike,Driver Not Found,891,
CNR1589153893,Basavanagudi,Mini,Success,2617,3.6
CNR4578116178,RT Nagar,Prime Plus,Canceled by Driver,146,
CNR6157742384,MG Road,eBike,Success,272,4.7
CNR5016968663,KR Puram,Auto,Canceled by Driver,316,
CNR3729914267,Rajarajeshwari Nagar,Prime Sedan,Success,103,4.4
CNR1271638348,Jayanagar,Prime Sedan,Driver Not Found,388,
CNR3476956940,Richmond Town,Prime SUV,Success,493,3.1
CNR2527371923,Kadugodi,Prime SUV,Success,413,4.9
CNR1030533234,Rajajinagar,Bike,Canceled by Driver,161,
CNR7200930144,Peenya,Mini,Canceled by Customer,478,
CNR6059814131,Electronic City,Prime SUV,Success,159,3.6
CNR3085013915,Hennur,Prime Plus,Success,743,3.5
CNR6051017281,MG Road,eBike,Canceled by Driver,420,
CNR5157716559,Peenya,Bike,Canceled by Customer,115,
CNR5065783813,Koramangala,eBike,Success,805,3.5
CNR9412510216,Marathahalli,Prime Plus,Success,394,3.3
CNR6254504063,Indiranagar,Prime Sedan,Success,385,3.8
CNR7424559192,Chamarajpet,Bike,Canceled by Driver,160,
CNR7722493841,Rajajinagar,eBike,Canceled by Driver,178,
CNR5016542619,Hosur Road,Prime Plus,Success,455,4.5
CNR8847965421,Electronic City,eBike,Success,1810,4.6
CNR7546181933,Indiranagar,Bike,Success,269,4.4
CNR4395287797,Peenya,eBike,Canceled by Customer,427,
CNR5133178169,Richmond Town,Bike,Canceled by Driver,480,
CNR1030025932,Vijayanagar,Prime Plus,Driver Not Found,493,
CNR6345093748,HSR Layout,Auto,Canceled by Driver,210,
CNR8630426998,Hebbal,Prime SUV,Canceled by Customer,134,
CNR3754191876,Yelahanka,Bike,Canceled by Driver,611,
CNR4362551858,Varthur,Bike,Success,323,3.9
CNR4605417828,Cox Town,Prime SUV,Success,634,4.6
CNR5736416690,KR Puram,Mini,Success,361,3.1
CNR4000066275,Rajarajeshwari Nagar,Prime Sedan,Canceled by Driver,683,
CNR1410863589,Sahakar Nagar,Bike,Driver Not Found,290,
CNR9067139703,Malleshwaram,eBike,Success,338,4.8
CNR1471578242,Sarjapur Road,Bike,Canceled by Driver,922,
CNR2072535524,Marathahalli,Bike,Canceled by Customer,342,
CNR1566394879,Koramangala,eBike,Canceled by Customer,2294,
CNR7065614027,Hebbal,eBike,Success,962,4.1
CNR3979990564,Mysore Road,Prime SUV,Driver Not Found,184,
CNR5977317703,Indiranagar,Auto,Driver Not Found,304,
CNR2192075808,Hosur Road,Mini,Success,717,3.8
CNR5414766140,Hebbal,eBike,Success,158,3.6
CNR9531064470,Langford Town,Prime SUV,Driver Not Found,1868,
CNR4549184638,Padmanabhanagar,Bike,Success,391,4.5
CNR4455773733,Sahakar Nagar,Bike,Success,704,3.8
CNR5567602417,Langford Town,Auto,Success,309,3.3
CNR8719899157,BTM Layout,Auto,Canceled by Driver,189,
CNR9528780386,Hulimavu,eBike,Canceled by Driver,399,
CNR4723677750,Yelahanka,Bike,Success,777,3.2
CNR9164008749,Majestic,Prime Plus,Canceled by Driver,222,
CNR7021552202,JP Nagar,Mini,Success,768,4.1
CNR8992911228,KR Puram,Prime Sedan,Success,416,3.8
CNR1997195255,MG Road,eBike,Success,196,3.6
CNR6387098479,Langford Town,Mini,Success,228,4.8
CNR2042842778,Bellandur,Prime Plus,Success,112,3.4
CNR3872070228,Hulimavu,Prime Plus,Success,797,4.5
CNR9671220431,Koramangala,Prime SUV,Success,227,4.9
CNR4617699704,Bannerghatta Road,Prime SUV,Success,785,4.6
CNR1255846945,Varthur,Auto,Success,335,4.9
CNR4570187079,JP Nagar,Auto,Success,244,3.6
CNR4368957587,Chamarajpet,Prime Plus,Canceled by Customer,2158,
CNR3697035069,Jayanagar,Auto,Success,1140,5.0
CNR9017491499,Koramangala,Auto,Canceled by Customer,263,
CNR9802845927,Yelahanka,Prime Plus,Success,205,3.3
CNR1180679224,Whitefield,Mini,Success,180,4.8
CNR6096443058,Ulsoor,Prime Sedan,Canceled by Driver,917,
CNR1936513737,Hulimavu,Auto,Success,345,4.9
CNR9946141817,Mysore Road,Prime Sedan,Canceled by Driver,360,
CNR2046227863,Bellandur,Auto,Canceled by Driver,151,
CNR5814171635,Electronic City,Bike,Canceled by Driver,663,
CNR1913957768,Hosur Road,Auto,Canceled by Customer,301,
CNR6571435195,Nagarbhavi,Auto,Success,2041,4.7
CNR1919836408,Richmond Town,Prime Plus,Success,176,4.0
CNR5108560220,Malleshwaram,Prime Plus,Canceled by Customer,474,
CNR3116957134,Hosur Road,Bike,Canceled by Customer,433,
CNR3626696503,Kammanahalli,Bike,Success,207,5.0
CNR7723070168,BTM Layout,Bike,Canceled by Driver,589,
CNR3076273036,Varthur,Bike,Driver Not Found,2187,
CNR3196748879,Indiranagar,eBike,Canceled by Customer,398,
CNR1384328279,KR Puram,Mini,Success,457,3.6
CNR2160536316,Basavanagudi,Auto,Success,828,4.8
CNR4558913216,Ulsoor,Mini,Canceled by Customer,370,
CNR6138100144,RT Nagar,Auto,Success,334,4.4
CNR8610688619,Sarjapur Road,Prime Plus,Success,446,4.3
CNR4043703391,Padmanabhanagar,Bike,Success,143,3.1
CNR4180224450,Richmond Town,Prime Sedan,Canceled by Driver,141,
CNR1932552302,Marathahalli,Bike,Driver Not Found,483,
CNR5857079277,Banashankari,Mini,Success,431,3.9
CNR2665189348,Sarjapur Road,Prime SUV,Canceled by Customer,450,
CNR4218275021,Varthur,Mini,Success,161,3.5
CNR9238834942,Nagarbhavi,Prime Plus,Success,255,4.0
CNR1120466126,Mysore Road,Auto,Success,802,4.8
CNR5902313930,Whitefield,Prime SUV,Success,720,4.3
CNR3834501686,Yeshwanthpur,Prime SUV,Canceled by Driver,242,
CNR1238965890,Frazer Town,Prime Plus,Success,923,3.8
CNR4950591719,Sarjapur Road,Prime SUV,Canceled by Driver,136,
CNR9119589155,HSR Layout,Prime Plus,Canceled by Driver,291,
CNR9834771342,Varthur,Auto,Success,166,4.9
CNR1248276261,BTM Layout,Auto,Success,1355,3.9
CNR9165224540,Frazer Town,Prime SUV,Canceled by Driver,246,
CNR3942139970,Kengeri,Auto,Canceled by Driver,139,
CNR6176611657,KR Puram,Prime Plus,Canceled by Driver,399,
CNR4372432292,Varthur,Bike,Success,1458,4.7
CNR3341634641,Peenya,Mini,Driver Not Found,594,
CNR2070858952,Banashankari,eBike,Success,206,4.7
CNR7089145471,Yelahanka,Bike,Success,108,3.7
CNR9591183186,Cox Town,Bike,Canceled by Driver,257,
CNR8041725573,Kammanahalli,eBike,Success,420,5.0
CNR8288751969,Whitefield,Prime SUV,Canceled by Driver,746,
CNR5584485267,Indiranagar,Auto,Success,244,4.3
CNR8088121047,HSR Layout,Bike,Success,382,3.4
CNR4548013034,HSR Layout,Prime Sedan,Success,2637,4.0
CNR4301011088,Marathahalli,Mini,Success,817,3.5
CNR3948269227,Electronic City,Prime Plus,Success,1564,4.2
CNR3473159454,Chickpet,Bike,Success,1973,3.8
CNR3850652526,Banashankari,Mini,Canceled by Customer,286,
CNR5405958504,Sarjapur Road,Prime SUV,Success,109,3.8
CNR5947293493,Frazer Town,Prime SUV,Success,940,5.0
CNR5917202031,Magadi Road,Bike,Canceled by Driver,316,
CNR3234631111,Tumkur Road,Mini,Success,754,3.7
CNR6466468807,Hennur,Prime Sedan,Success,184,4.1
CNR3632521352,Ramamurthy Nagar,Prime SUV,Success,647,4.9
CNR5730239489,Cox Town,Bike,Success,267,4.1
CNR9955983252,Langford Town,eBike,Success,349,3.8
CNR1504201218,Marathahalli,Mini,Success,635,3.7
CNR1763140051,Bannerghatta Road,Prime Sedan,Success,780,3.2
CNR4691052354,Tumkur Road,Prime SUV,Success,443,4.4
CNR4245936064,Padmanabhanagar,Prime SUV,Success,719,3.4
CNR1986936423,Majestic,Mini,Driver Not Found,583,
CNR5414311057,Varthur,eBike,Canceled by Customer,135,
CNR5850977511,Chickpet,Mini,Success,309,4.3
CNR6005928224,Varthur,eBike,Success,130,4.8
CNR7624220557,Hebbal,eBike,Success,487,3.7
CNR5094638612,MG Road,Prime Plus,Success,599,4.0
CNR7676084886,KR Puram,Auto,Success,583,3.7
CNR1058370763,Marathahalli,Prime Plus,Canceled by Driver,341,
CNR5647268050,Cox Town,Mini,Canceled by Driver,2356,
CNR8958897153,Langford Town,Prime Sedan,Success,445,3.0
CNR8510919604,KR Puram,Bike,Canceled by Driver,2752,
CNR5203136394,Majestic,Prime Sedan,Success,331,3.7
CNR4441110951,Padmanabhanagar,Prime Plus,Canceled by Driver,2598,
CNR5416693118,Kammanahalli,Auto,Success,325,3.4
CNR9456257450,Sahakar Nagar,Prime SUV,Success,155,4.3
CNR6969622295,Whitefield,eBike,Canceled by Driver,348,
CNR9820385959,Varthur,Auto,Success,373,3.2
CNR8615495028,Bannerghatta Road,Auto,Success,387,4.6
CNR1695552392,JP Nagar,Mini,Success,960,3.0
CNR4006617648,Vijayanagar,Prime SUV,Success,2911,3.4
CNR3494419797,BTM Layout,eBike,Success,2658,3.8
CNR2172088723,HSR Layout,Prime Plus,Success,273,4.8
CNR7524203553,Koramangala,eBike,Success,342,4.4
CNR8735785294,Padmanabhanagar,Mini,Success,216,3.2
CNR5856807549,Kadugodi,Prime Sedan,Success,327,3.5
CNR3623327722,Chamarajpet,eBike,Canceled by Driver,421,
CNR6251473836,Basavanagudi,Bike,Success,679,3.5
CNR1632513880,Yeshwanthpur,Prime Sedan,Success,700,3.6
CNR6208341129,Yeshwanthpur,Prime Sedan,Success,251,4.7
CNR4999562387,Frazer Town,Prime Sedan,Success,404,3.8
CNR1589149871,Kengeri,Prime SUV,Canceled by Driver,336,
CNR7274073189,Kengeri,Prime Plus,Canceled by Customer,1604,
CNR7220858359,JP Nagar,Auto,Canceled by Customer,455,
CNR9917028322,Vijayanagar,eBike,Success,465,3.7
CNR6988578997,Whitefield,Bike,Success,496,4.3
CNR1005665018,MG Road,Mini,Success,264,3.4
CNR4562850209,Hebbal,Auto,Success,498,3.1
CNR7062969648,Ramamurthy Nagar,Prime Plus,Canceled by Driver,649,
CNR7952669192,BTM Layout,Auto,Canceled by Driver,432,
CNR7721603723,Banashankari,Auto,Success,444,4.4
CNR1384781163,Bannerghatta Road,Prime SUV,Success,298,3.8
CNR3385163305,Devanahalli,Mini,Success,370,3.3
CNR8109190279,Chickpet,eBike,Success,682,4.4
CNR4712500812,Mysore Road,Bike,Success,177,4.7
CNR9706014633,Ramamurthy Nagar,Mini,Success,409,3.8
CNR9790859314,HSR Layout,Prime SUV,Success,352,3.3
CNR3853550187,Chamarajpet,Bike,Driver Not Found,440,
CNR7469411092,Kadugodi,Bike,Driver Not Found,217,
CNR6070329444,BTM Layout,Prime Plus,Driver Not Found,189,
CNR4015642561,Majestic,Bike,Canceled by Driver,993,
CNR4479230562,Varthur,Prime Sedan,Canceled by Customer,262,
CNR1291571440,Kengeri,eBike,Success,429,3.5
CNR8550841516,Basavanagudi,eBike,Canceled by Customer,312,
CNR7059740380,Varthur,Auto,Success,883,3.7
CNR1995770027,Rajajinagar,Bike,Success,334,4.9
CNR1779769456,Kadugodi,Auto,Success,372,3.7
CNR1277996537,Hebbal,Prime Sedan,Canceled by Customer,415,
CNR2153726666,Rajajinagar,Prime Sedan,Success,411,3.0
CNR4427181479,Jayanagar,Prime Sedan,Success,792,4.5
CNR7125885789,Bannerghatta Road,Bike,Success,1595,4.7
CNR4076612207,BTM Layout,Mini,Success,182,3.1
CNR3442108943,Marathahalli,Prime Sedan,Canceled by Customer,431,
CNR1980991157,Ramamurthy Nagar,Bike,Canceled by Driver,136,
CNR1622434075,Basavanagudi,Prime Plus,Success,449,4.9
CNR6381241086,Hebbal,Prime Sedan,Success,405,3.9
CNR1168468315,Hennur,Bike,Success,324,3.9
CNR4601275692,JP Nagar,Prime Plus,Canceled by Driver,146,
CNR7747316456,Chamarajpet,eBike,Driver Not Found,428,
CNR4532055421,Indiranagar,Auto,Success,2131,4.0
CNR1120944136,Hebbal,Prime SUV,Canceled by Customer,173,
CNR1147355193,Whitefield,Mini,Canceled by Driver,465,
CNR7564175384,Kammanahalli,Mini,Success,124,4.5
CNR3137981497,HSR Layout,Bike,Success,788,3.1
CNR7546506530,Frazer Town,Prime SUV,Driver Not Found,1146,
CNR3941355975,HSR Layout,Bike,Success,242,3.4
CNR6496801855,Kengeri,Auto,Success,427,3.5
CNR5549823542,Devanahalli,Prime SUV,Success,319,3.1
CNR8246115618,RT Nagar,Mini,Canceled by Customer,152,
CNR2648938406,Sahakar Nagar,Prime Sedan,Canceled by Driver,384,
CNR3598151982,Frazer Town,Bike,Success,152,3.2
CNR7628033749,HSR Layout,Auto,Canceled by Driver,324,
CNR2799193660,Hennur,Bike,Success,323,3.4
CNR2992467164,Chamarajpet,eBike,Success,319,4.6
CNR6427211057,Hebbal,Prime Sedan,Success,432,3.4
CNR4554128642,Langford Town,Bike,Canceled by Driver,379,
CNR7478400443,Koramangala,Bike,Canceled by Driver,188,
CNR2431459814,Electronic City,Prime Plus,Canceled by Driver,190,
CNR7066459921,Hennur,Mini,Canceled by Driver,345,
CNR2617558908,Malleshwaram,eBike,Success,592,4.0
CNR5738522500,Hulimavu,Prime Sedan,Canceled by Driver,183,
CNR7244114695,Kammanahalli,Prime SUV,Success,722,4.4
CNR8619540805,Nagarbhavi,Prime Plus,Success,174,4.3
CNR1795513966,Padmanabhanagar,Prime Plus,Driver Not Found,1241,
CNR8312972750,Electronic City,Prime Sedan,Success,582,4.8
CNR7874880192,Yeshwanthpur,Prime Sedan,Success,1653,3.0
CNR8669475290,Yeshwanthpur,Prime Sedan,Canceled by Driver,753,
CNR8768789993,Bannerghatta Road,Prime Sedan,Success,384,4.0
CNR2183695434,Indiranagar,eBike,Canceled by Customer,184,
CNR3095152520,Langford Town,Auto,Success,426,3.6
CNR2211831576,KR Puram,Prime Plus,Canceled by Driver,386,
CNR1104834368,Rajarajeshwari Nagar,Prime Plus,Driver Not Found,835,
CNR1646301743,Mysore Road,Auto,Success,144,5.0
CNR2241426273,Mysore Road,Prime Plus,Success,832,4.8
CNR3262515741,Devanahalli,Prime Plus,Success,281,3.7
CNR3462918264,RT Nagar,Prime SUV,Success,462,4.5
CNR2839530184,Banashankari,Prime SUV,Success,469,3.0
CNR5146830160,Rajajinagar,Prime Sedan,Success,718,4.7
CNR6349188735,Koramangala,Bike,Driver Not Found,529,
CNR3009144204,Jayanagar,Prime Sedan,Success,405,4.4
CNR3489229164,Padmanabhanagar,Mini,Success,250,4.4
CNR2187446185,Malleshwaram,Prime Plus,Success,276,3.3
CNR6074940445,Devanahalli,Mini,Success,653,4.2
CNR9658737193,Padmanabhanagar,Prime Sedan,Success,977,4.5
CNR3472141897,Chamarajpet,Auto,Canceled by Customer,406,
CNR5524824639,Hebbal,Bike,Canceled by Driver,105,
CNR9112886687,Sarjapur Road,eBike,Success,679,3.6
CNR6986143763,Kengeri,Bike,Driver Not Found,481,
CNR6882215287,Ulsoor,eBike,Success,409,4.2
CNR6805579284,Devanahalli,Mini,Driver Not Found,108,
CNR1310851443,Hulimavu,eBike,Success,182,4.1
CNR3188223665,Ulsoor,Mini,Driver Not Found,886,
CNR7896205493,Devanahalli,Prime SUV,Success,189,4.4
CNR7287875139,Bannerghatta Road,Auto,Success,833,4.7
CNR3180584586,Cox Town,eBike,Success,382,3.9
CNR3913783510,Rajarajeshwari Nagar,Prime Plus,Success,465,4.7
CNR8924942989,Chickpet,Mini,Canceled by Driver,365,
CNR5778759660,Kengeri,Auto,Driver Not Found,728,
CNR1548741092,Frazer Town,eBike,Canceled by Customer,509,
CNR9269729004,Electronic City,Mini,Driver Not Found,1854,
CNR8126329550,Rajajinagar,Prime Sedan,Success,238,3.5
CNR3001476311,Shantinagar,Prime Sedan,Driver Not Found,121,
CNR3264766213,Jayanagar,Prime SUV,Success,200,4.8
CNR1311591626,Kengeri,Auto,Success,418,4.4
CNR7166569472,Peenya,Bike,Canceled by Customer,376,
CNR3680647513,Rajarajeshwari Nagar,Auto,Success,545,4.8
CNR7317485807,Electronic City,Prime Plus,Canceled by Driver,120,
CNR1216190653,Basavanagudi,Prime Sedan,Success,536,3.9
CNR4671161092,Jayanagar,Bike,Driver Not Found,421,
CNR5226592986,Chamarajpet,Prime SUV,Success,715,4.6
CNR2572855676,Kammanahalli,Prime Sedan,Canceled by Customer,195,
CNR6199459900,Hosur Road,eBike,Success,896,4.4
CNR2534992490,Langford Town,Prime Plus,Canceled by Customer,298,
CNR7960945213,Nagarbhavi,Bike,Success,499,4.9
CNR1180397655,Chamarajpet,Auto,Canceled by Customer,221,
CNR5428009606,Rajajinagar,Prime Sedan,Canceled by Driver,603,
CNR3566688915,Richmond Town,Prime Sedan,Success,785,4.1
CNR9047114987,Majestic,Mini,Driver Not Found,138,
CNR3624248336,Bellandur,Prime SUV,Success,486,4.3
CNR2753808775,Basavanagudi,Prime Sedan,Success,364,3.9
CNR4846741300,Kadugodi,Bike,Canceled by Driver,242,
CNR4034774807,Sarjapur Road,Prime SUV,Canceled by Customer,565,
CNR3246422595,JP Nagar,Prime SUV,Driver Not Found,472,
CNR2031920515,Richmond Town,Prime Plus,Driver Not Found,365,
CNR4183051372,Richmond Town,Mini,Success,110,3.4
CNR6439744674,Malleshwaram,Prime SUV,Success,2283,4.0
CNR4362106809,Majestic,eBike,Canceled by Customer,329,
CNR3397571158,KR Puram,Prime Sedan,Success,2248,4.0
CNR9286642825,Yelahanka,Prime SUV,Success,286,4.6
CNR6216119270,Hennur,eBike,Success,155,3.9
CNR5054509352,Nagarbhavi,Prime SUV,Success,1501,4.0
CNR2975379001,Hebbal,Mini,Success,841,5.0
CNR6464166846,Sahakar Nagar,Prime Sedan,Success,449,3.8
CNR1947421774,Kammanahalli,Prime Plus,Success,109,3.8
CNR2285385482,Padmanabhanagar,Prime SUV,Driver Not Found,251,
CNR9257194998,Bannerghatta Road,Prime SUV,Canceled by Customer,400,
CNR7808264702,Vijayanagar,Bike,Success,249,4.6
CNR5773261795,Langford Town,Mini,Canceled by Driver,426,
CNR4248302164,HSR Layout,Mini,Success,457,3.5
CNR2518896350,Vijayanagar,Prime Sedan,Success,2403,4.4
CNR8020394927,Marathahalli,Prime Sedan,Driver Not Found,435,
CNR8056334846,Basavanagudi,Prime SUV,Success,2861,4.8
